City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Yamada,JP,39.4667,141.95,64.69,79,2,4.94,clear sky
344,Ewa Beach,US,21.3156,-158.0072,76.98,76,0,5.75,clear sky
345,Oussouye,SN,12.485,-16.5469,91.58,67,100,2.73,light rain
346,Antofagasta,CL,-23.65,-70.4,58.28,58,2,7.65,clear sky
347,Asmar,AF,35.0333,71.3581,70.65,76,4,0.49,clear sky
348,Belaya Gora,RU,68.5333,146.4167,24.15,95,100,4.09,overcast clouds
349,Mount Gambier,AU,-37.8333,140.7667,47.8,97,1,5.21,clear sky
350,Abomey,BJ,7.1829,1.9912,77.56,82,100,8.5,light rain
351,Whitecourt,CA,54.1502,-115.6855,42.04,100,100,5.75,fog
352,Kiama,AU,-34.6833,150.8667,55.0,93,94,4.76,light rain
353,Ucluelet,CA,48.9329,-125.5528,48.51,78,0,3.22,clear sky
354,Innisfail,AU,-17.5333,146.0333,69.24,74,46,2.24,scattered clouds
355,Burpengary,AU,-27.1575,152.9576,60.31,94,100,5.88,overcast clouds
356,Ratnagiri,IN,16.9833,73.3,78.64,89,100,7.54,overcast clouds
357,Rondonopolis,BR,-16.4708,-54.6356,95.09,36,12,1.66,few clouds
358,Mezen,RU,65.8522,44.24,42.39,97,100,5.91,overcast clouds
359,Buala,SB,-8.145,159.5921,79.43,82,20,4.7,light rain
360,Malanje,AO,-9.5402,16.341,78.6,54,68,5.17,light rain
361,Sagarejo,GE,41.734,45.3315,79.23,36,38,6.8,scattered clouds
362,College,US,64.8569,-147.8028,42.8,91,75,0.0,mist
363,Nanortalik,GL,60.1432,-45.2371,40.82,78,100,5.66,light rain
364,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,30,0,10.36,clear sky
365,Ulagan,RU,50.6321,87.9563,20.16,72,61,2.04,broken clouds
366,North Platte,US,41.1239,-100.7654,57.11,77,0,3.44,clear sky
367,Palu,ID,-0.8917,119.8707,76.28,93,81,2.08,broken clouds
368,Grand Gaube,MU,-20.0064,57.6608,72.37,65,2,8.01,clear sky
369,Umm Bab,QA,25.2142,50.8072,89.15,50,0,10.42,clear sky
370,Rayachoti,IN,14.05,78.75,73.49,82,100,7.05,overcast clouds
371,Calama,CL,-22.4667,-68.9333,64.89,4,0,9.22,clear sky
372,Hamada,JP,34.8833,132.0833,68.07,73,100,5.5,overcast clouds
373,Zyryanskoye,RU,56.8306,86.6258,32.13,76,98,5.35,overcast clouds
374,Verkhniy Baskunchak,RU,48.2256,46.7217,76.1,39,96,2.13,overcast clouds
375,Saurimo,AO,-9.6608,20.3916,91.51,22,74,7.11,broken clouds
376,Pafos,CY,34.7667,32.4167,83.23,78,20,10.36,few clouds
377,Scarborough,GB,54.2797,-0.4044,61.16,70,8,3.0,clear sky
378,Tabuk,PH,17.4189,121.4443,75.09,88,99,3.67,overcast clouds
379,Fortuna,US,40.5982,-124.1573,48.54,49,36,4.18,scattered clouds
380,Maryville,US,35.7565,-83.9705,58.06,95,100,0.0,overcast clouds
381,Ust-Karsk,RU,52.7011,118.8077,42.24,92,100,6.58,overcast clouds
382,Isangel,VU,-19.55,169.2667,76.08,88,18,7.65,few clouds
383,Meulaboh,ID,4.1363,96.1285,77.14,86,100,4.72,overcast clouds
384,Acapulco,MX,16.8634,-99.8901,78.62,89,75,5.75,broken clouds
385,Nador,MA,35.174,-2.9287,78.87,60,20,12.66,few clouds
386,Basco,PH,20.4487,121.9702,84.31,76,23,15.73,few clouds
387,Rawson,AR,-43.3002,-65.1023,60.8,33,8,12.08,clear sky
388,Nizhniy Odes,RU,63.6445,54.856,41.34,93,100,10.27,overcast clouds
389,Ulaangom,MN,49.9811,92.0667,32.88,26,99,10.69,overcast clouds
390,Akdepe,TM,42.0551,59.3788,66.29,21,4,15.23,clear sky
391,Midyat,TR,37.4247,41.3393,85.96,15,0,8.63,clear sky
392,Mana,GF,5.6592,-53.7767,86.52,59,29,8.79,scattered clouds
393,Presque Isle,US,46.6811,-68.0159,55.02,71,100,0.0,overcast clouds
394,Derzhavinsk,KZ,51.1,66.3167,38.55,34,0,8.1,clear sky
395,Sinnamary,GF,5.3833,-52.95,86.09,64,73,8.79,broken clouds
396,Karangampel,ID,-6.4622,108.4519,82.49,73,52,5.61,broken clouds
397,Ilulissat,GL,69.2167,-51.1,33.82,75,20,2.3,few clouds
398,The Valley,AI,18.217,-63.0578,85.82,84,40,11.5,scattered clouds
399,Prieska,ZA,-29.6641,22.7474,87.76,4,33,7.7,scattered clouds
400,Kimbe,PG,-5.5502,150.1429,76.05,90,5,4.14,clear sky
401,Itajuba,BR,-22.4256,-45.4528,69.76,81,100,3.24,overcast clouds
402,Siruguppa,IN,15.6333,76.9,75.16,84,100,7.16,moderate rain
403,Timbiqui,CO,2.7717,-77.6654,78.96,81,68,3.31,broken clouds
404,Parung,ID,-6.4214,106.7331,83.17,74,100,0.92,overcast clouds
405,Guaratinga,BR,-16.5667,-39.5667,78.28,61,90,4.76,overcast clouds
406,Worland,US,44.0169,-107.9554,51.67,92,100,1.01,overcast clouds
407,Ambilobe,MG,-13.2,49.05,81.46,45,8,2.39,clear sky
408,Moroni,KM,-11.7022,43.2551,76.95,70,31,5.61,scattered clouds
409,San Rafael,AR,-34.6177,-68.3301,72.12,29,100,9.64,overcast clouds
410,Kefamenanu,ID,-9.4467,124.4781,72.73,92,47,1.52,scattered clouds
411,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,71,60,10.54,broken clouds
412,The Pas,CA,53.8251,-101.2541,46.42,76,100,6.91,overcast clouds
413,Cairns,AU,-16.9167,145.7667,75.15,74,75,5.75,broken clouds
414,Pavino,RU,59.1139,46.1414,50.97,98,100,6.46,overcast clouds
415,Vaitape,PF,-16.5167,-151.75,76.98,69,54,7.72,broken clouds
416,Ketchikan,US,55.3422,-131.6461,55.87,94,100,21.85,moderate rain
417,Gilgit,PK,35.9221,74.3087,70.11,53,90,4.21,overcast clouds
418,Marzuq,YE,14.4,46.4667,87.73,16,5,7.36,clear sky
419,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,16.11,light rain
420,Paita,PE,-5.0892,-81.1144,65.66,77,58,12.08,broken clouds
421,Muisne,EC,0.6,-80.0333,75.81,75,99,8.79,overcast clouds
422,Wasilla,US,61.5814,-149.4394,45.01,95,100,3.44,mist
423,Arkhara,RU,49.4212,130.0842,39.56,63,57,4.07,broken clouds
424,Killybegs,IE,54.6333,-8.45,58.71,78,43,23.2,scattered clouds
425,Alice Springs,AU,-23.7,133.8833,67.21,30,100,5.75,overcast clouds
426,Mulege,MX,26.8833,-111.9833,80.69,55,0,1.72,clear sky
427,Constitucion,CL,-35.3333,-72.4167,61.48,65,100,0.94,overcast clouds
428,Pasaje,EC,-3.3333,-79.8167,71.31,69,92,4.76,overcast clouds
429,Redding,US,40.5865,-122.3917,65.97,51,0,3.44,clear sky
430,Kazuno,JP,40.1836,140.7872,58.89,90,3,1.41,clear sky
431,Kralendijk,BQ,12.15,-68.2667,87.78,66,75,9.22,broken clouds
432,Margate,GB,51.3813,1.3862,68.7,56,4,5.99,clear sky
433,Bonavista,CA,48.6499,-53.1147,57.79,63,15,18.34,few clouds
434,Straumen,NO,63.8709,11.2999,57.2,65,99,11.23,overcast clouds
435,Allapalli,IN,19.4167,80.0667,76.84,89,100,2.86,overcast clouds
436,Taltal,CL,-25.4,-70.4833,60.89,69,10,3.98,clear sky
437,Pochutla,MX,15.7432,-96.4661,79.83,81,6,2.26,clear sky
438,Forte Dei Marmi,IT,43.9648,10.1724,71.98,66,60,5.06,broken clouds
439,Borogontsy,RU,62.6683,131.1683,25.5,85,81,1.14,broken clouds
440,Chernyshevskiy,RU,63.0128,112.4714,22.03,83,83,2.21,broken clouds
441,Yar-Sale,RU,66.8333,70.8333,33.13,64,90,13.58,overcast clouds
442,Pedasi,PA,7.5333,-80.0333,79.07,86,100,15.46,overcast clouds
443,Northam,GB,51.0333,-4.2167,63.39,83,16,21.94,few clouds
444,Banda Aceh,ID,5.5577,95.3222,80.19,76,100,8.5,overcast clouds
445,Arbroath,GB,56.5632,-2.5874,60.78,59,5,19.86,clear sky
446,Castilho,BR,-20.8722,-51.4875,79.57,55,38,5.84,scattered clouds
447,Riohacha,CO,11.5444,-72.9072,81.37,74,75,4.05,broken clouds
448,Vila Do Maio,CV,15.1333,-23.2167,86.79,80,100,12.71,overcast clouds
449,Kayankulam,IN,9.1833,76.5,79.97,85,100,7.83,overcast clouds
450,Togur,RU,58.3631,82.8265,32.25,78,100,3.89,overcast clouds
451,Pisco,PE,-13.7,-76.2167,64.45,72,0,8.05,clear sky
452,Makakilo City,US,21.3469,-158.0858,75.56,77,0,5.75,clear sky
453,Hambantota,LK,6.1241,81.1185,80.51,78,100,18.86,overcast clouds
454,Cedar City,US,37.6775,-113.0619,49.39,81,0,0.0,clear sky
455,Hualmay,PE,-11.0964,-77.6139,64.06,77,58,10.45,broken clouds
456,Bathsheba,BB,13.2167,-59.5167,88.41,70,20,13.8,few clouds
457,Capim Grosso,BR,-11.3811,-40.0128,79.39,55,89,12.39,overcast clouds
458,Cehegin,ES,38.0924,-1.7985,71.67,26,76,5.28,broken clouds
459,Rio Grande,BR,-32.035,-52.0986,69.91,82,59,10.36,broken clouds
460,Paragould,US,36.0584,-90.4973,60.62,47,1,9.57,clear sky
461,Kapit,MY,2.0167,112.9333,75.15,98,65,1.54,broken clouds
462,Porto Novo,BJ,6.4965,2.6036,84.02,67,91,11.54,overcast clouds
463,Chodavaram,IN,17.8333,82.95,78.64,92,100,2.77,overcast clouds
464,Tukrah,LY,32.5341,20.5791,95.7,33,0,10.16,clear sky
465,Ust-Kulom,RU,61.6864,53.6902,44.98,83,100,8.95,light rain
466,Borzya,RU,50.3833,116.5167,39.99,63,100,15.68,overcast clouds
467,Stromness,GB,58.965,-3.296,54.88,80,100,18.99,overcast clouds
468,Nioro,GM,13.35,-15.75,87.04,67,86,3.91,light rain
469,Zwedru,LR,6.0667,-8.1281,79.0,88,86,3.83,moderate rain
470,Lahad Datu,MY,5.0268,118.327,78.76,86,75,2.66,broken clouds
471,Terney,RU,45.0503,136.6092,54.39,94,63,9.44,broken clouds
472,Samarai,PG,-10.6167,150.6667,81.57,75,7,10.56,clear sky
473,Lensk,RU,60.7253,114.9278,27.19,75,100,2.68,overcast clouds
474,Kanchanaburi,TH,14.6333,99.1,75.72,92,100,3.24,overcast clouds
475,Murray Bridge,AU,-35.1167,139.2667,57.13,87,5,1.92,clear sky
476,Santa Barbara,US,34.7333,-120.0343,56.82,95,100,3.44,overcast clouds
477,Zhangjiakou,CN,40.81,114.8794,61.25,67,99,9.86,overcast clouds
478,Barysh,RU,53.6553,47.1123,57.45,79,100,8.5,overcast clouds
479,Pierre,US,44.3683,-100.351,62.28,66,0,10.0,clear sky
480,Tikrit,IQ,34.6071,43.6782,97.74,11,0,6.13,clear sky
481,Teguldet,RU,57.3064,88.1667,28.83,90,97,4.5,overcast clouds
482,Ligayan,PH,4.6533,119.4706,84.18,72,91,6.91,overcast clouds
483,Cam Ranh,VN,11.9214,109.1591,75.16,94,75,3.44,broken clouds
484,Shimoda,JP,34.6667,138.95,71.92,74,0,5.39,clear sky
485,Manzil Salim,TN,35.8567,8.4765,75.18,42,4,10.31,clear sky
486,Beloha,MG,-25.1667,45.05,86.05,32,0,11.12,clear sky
487,Bonthe,SL,7.5264,-12.505,81.34,77,65,7.45,moderate rain
488,Baghdad,IQ,33.3406,44.4009,98.51,15,0,12.66,clear sky
489,Pontianak,ID,-0.0333,109.3333,75.18,100,75,3.44,moderate rain
490,Vanavara,RU,60.34,102.2797,28.02,72,100,2.37,overcast clouds
491,Elat,IL,29.5581,34.9482,103.84,15,0,16.11,clear sky
492,Selishche,RU,56.8879,33.2691,46.13,95,100,6.87,light rain
493,Bogalusa,US,30.791,-89.8487,64.74,72,0,3.44,clear sky
494,Suntar,RU,62.1444,117.6319,25.39,79,74,4.43,broken clouds
495,Mastung,PK,29.7994,66.845,75.09,14,0,7.78,clear sky
496,Jaque,PA,7.5175,-78.1703,74.77,97,100,4.59,heavy intensity rain
497,Oistins,BB,13.0667,-59.5333,87.89,70,20,13.8,few clouds
498,Alekseyevsk,RU,57.8406,108.3492,26.89,84,100,2.55,overcast clouds
499,Sangar,RU,63.9242,127.4739,21.61,91,51,2.04,broken clouds
500,Artigas,UY,-30.4,-56.4667,67.23,62,0,7.38,clear sky
501,Merrill,US,45.1805,-89.6835,56.89,92,0,0.0,clear sky
502,Sabzevar,IR,36.2126,57.6819,79.88,29,20,9.22,few clouds
503,Agirish,RU,61.9247,63.0231,36.21,62,100,8.86,overcast clouds
504,Darnah,LY,32.767,22.6367,94.05,37,0,6.55,clear sky
505,Koumac,NC,-20.5667,164.2833,69.04,71,32,6.24,scattered clouds
506,Sechura,PE,-5.5569,-80.8222,67.5,70,44,11.61,scattered clouds
507,Samagaltay,RU,50.6022,95.0047,18.1,46,35,7.56,scattered clouds
508,Yulara,AU,-25.2406,130.9889,67.01,32,72,5.91,broken clouds
509,Bethel,US,41.3712,-73.414,54.48,83,100,4.0,overcast clouds
510,Pouebo,NC,-20.4,164.5667,68.63,71,24,3.94,few clouds
511,Daphne,US,30.6035,-87.9036,70.07,57,0,8.05,clear sky
512,Jvari,GE,42.7169,42.052,71.87,67,0,2.01,clear sky
513,Shambu,ET,9.5667,37.1,59.02,87,18,2.48,moderate rain
514,Koundara,GN,12.4833,-13.3,87.15,64,87,3.04,overcast clouds
515,Luderitz,NA,-26.6481,15.1594,70.75,54,0,17.05,clear sky
516,Hashtrud,IR,37.4779,47.0508,71.89,23,0,10.8,clear sky
517,Langres,FR,47.8333,5.3333,60.19,98,100,13.13,overcast clouds
518,Jalaun,IN,26.1451,79.3366,87.03,48,3,2.73,clear sky
519,Sarab,IR,38.6066,44.9883,79.92,29,0,11.5,clear sky
520,Alta Floresta,BR,-9.8756,-56.0861,93.02,49,0,5.75,clear sky
521,Ust-Ilimsk,RU,58.0006,102.6619,26.87,84,99,3.69,overcast clouds
522,Angoche,MZ,-16.2325,39.9086,80.08,58,0,9.78,clear sky
523,Pandan,PH,14.0453,124.1694,80.58,85,99,9.33,overcast clouds
524,Saint-Pierre,RE,-21.3393,55.4781,71.28,68,100,19.57,overcast clouds
525,Gambela,ET,8.25,34.5833,82.38,74,97,1.01,overcast clouds
526,Vung Tau,VN,10.346,107.0843,80.92,82,100,6.13,overcast clouds
527,Fukue,JP,32.6881,128.8419,73.83,64,6,4.47,clear sky
528,Hofn,IS,64.2539,-15.2082,46.17,90,100,8.21,overcast clouds
529,Dandong,CN,40.1292,124.3947,64.0,93,100,2.3,overcast clouds
530,Kawhia,NZ,-38.0651,174.8183,58.86,98,100,5.35,overcast clouds
531,Kodinsk,RU,58.6881,99.1844,29.68,73,100,3.24,overcast clouds
532,Mata,PT,40.683,-7.4592,77.94,25,8,4.18,clear sky
533,Sosnovo-Ozerskoye,RU,52.5249,111.5418,27.0,58,7,15.23,clear sky
534,Merauke,ID,-8.4667,140.3333,78.93,88,91,10.56,moderate rain
535,Severo-Yeniseyskiy,RU,60.3725,93.0408,26.29,79,95,3.2,overcast clouds
536,Caraballeda,VE,10.6112,-66.8522,89.85,67,40,2.3,scattered clouds
537,Takefu,JP,35.9039,136.1669,65.14,92,80,2.66,broken clouds
538,Pahalgam,IN,34.0333,75.3333,52.83,60,5,3.2,clear sky
539,Copiapo,CL,-27.3667,-70.3333,53.29,49,0,5.28,clear sky
540,Olafsvik,IS,64.8945,-23.7142,47.52,86,100,19.42,overcast clouds
541,Poum,NC,-20.2333,164.0167,72.63,66,1,11.83,clear sky
542,Pahrump,US,36.2083,-115.9839,66.25,26,0,3.74,clear sky
543,Cururupu,BR,-1.8283,-44.8683,84.65,63,100,8.03,overcast clouds
544,Carupano,VE,10.6678,-63.2585,84.79,69,100,9.28,overcast clouds
545,Olinda,BR,-8.0089,-34.8553,82.13,65,40,14.97,scattered clouds
546,Nemuro,JP,43.3236,145.575,63.21,89,1,4.79,clear sky
547,Dire,ML,12.2833,-10.9667,83.91,72,100,7.56,light rain
548,Malpe,IN,13.35,74.7167,78.1,83,100,1.61,overcast clouds
549,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,70,100,13.8,overcast clouds
550,Ndola,ZM,-12.9587,28.6366,89.8,13,85,3.38,overcast clouds
551,Chapais,CA,49.7834,-74.8492,38.98,69,100,8.43,overcast clouds
552,Port Blair,IN,11.6667,92.75,81.77,81,100,16.06,overcast clouds
553,Bilibino,RU,68.0546,166.4372,28.98,94,100,1.25,overcast clouds
554,Miles City,US,46.4083,-105.8406,54.57,82,100,6.91,moderate rain
555,Marigot,MF,18.0667,-63.0833,85.75,84,40,11.5,scattered clouds
556,Kiyevskoye,RU,45.0383,37.8883,71.91,50,53,9.13,broken clouds
557,Batagay-Alyta,RU,67.8006,130.4114,12.6,91,97,4.65,overcast clouds
558,Tura,IN,25.5198,90.2201,78.17,90,100,2.48,overcast clouds
559,Lakatoro,VU,-16.0999,167.4164,78.48,75,13,0.85,few clouds
560,Ciudad Bolivar,VE,8.1222,-63.5497,85.6,64,100,6.35,overcast clouds
561,Bajil,YE,15.0584,43.2851,94.62,40,0,15.9,clear sky
562,Waraseoni,IN,21.75,80.0333,77.36,77,100,5.19,overcast clouds
563,Riyadh,SA,24.6877,46.7219,95.14,8,0,4.79,clear sky
564,Raga,SS,8.4596,25.678,85.28,61,98,1.3,overcast clouds
565,Farafangana,MG,-22.8167,47.8333,73.99,68,10,12.59,clear sky
566,Richards Bay,ZA,-28.783,32.0377,71.58,82,100,14.14,overcast clouds
567,Gayny,RU,60.3071,54.3241,41.79,86,100,8.68,overcast clouds
568,Umm Kaddadah,SD,13.6017,26.6876,96.94,22,65,4.45,broken clouds
569,Jibuti,DJ,11.5,42.5,90.52,35,20,13.31,few clouds
570,Mildura,AU,-34.2,142.15,52.07,80,26,10.0,scattered clouds
571,Christchurch,NZ,-43.5333,172.6333,48.9,91,100,2.3,overcast clouds
572,Nouadhibou,MR,20.931,-17.0347,84.18,39,0,18.41,clear sky
573,Oneonta,US,42.4529,-75.0638,55.29,83,100,3.71,overcast clouds
574,Amudat,UG,1.95,34.95,84.45,33,56,4.09,broken clouds
575,Perth,AU,-31.9333,115.8333,63.66,56,0,18.41,clear sky
576,Gunjur,GM,13.2019,-16.7339,91.47,66,75,8.05,broken clouds
577,Longyan,CN,25.1072,117.0225,75.25,83,0,2.95,clear sky
578,Mahanje,TZ,-9.9333,35.3333,81.73,36,21,10.25,few clouds
579,Birin,NP,26.8865,88.0718,63.61,88,1,4.92,clear sky
580,Sivas,TR,39.7916,37.0019,72.23,30,0,13.8,clear sky
581,Nara,JP,34.6851,135.8049,71.49,45,5,2.13,clear sky
582,Ler,SS,8.3018,30.1418,88.68,54,18,1.66,few clouds
583,Thunder Bay,CA,48.4001,-89.3168,49.98,87,100,5.75,overcast clouds
584,Boa Vista,BR,2.8197,-60.6733,89.58,51,20,8.05,few clouds
585,Benbrook,US,32.6732,-97.4606,69.62,60,0,9.22,clear sky
586,Fengrun,CN,39.8333,118.1167,66.96,87,100,0.81,heavy intensity rain
587,Santiago Del Estero,AR,-27.7951,-64.2615,76.62,31,0,11.25,clear sky
588,Boulder,US,40.0833,-105.3505,52.23,78,0,3.44,clear sky
589,Paso De Los Toros,UY,-32.8167,-56.5167,64.45,60,0,7.38,clear sky
590,Maragogi,BR,-9.0122,-35.2225,80.64,62,55,13.78,broken clouds
591,Galesong,ID,-5.3166,119.3661,77.02,78,45,8.01,scattered clouds
592,North Myrtle Beach,US,33.816,-78.68,67.01,77,0,13.8,clear sky
593,Linxia,CN,35.6003,103.2064,64.98,59,3,3.98,clear sky
594,Vostok,RU,46.4856,135.8833,40.77,96,14,1.92,few clouds
595,Wajima,JP,37.4,136.9,69.82,77,85,3.62,overcast clouds
596,Puerto Concordia,CO,2.6221,-72.7572,73.33,95,100,4.32,overcast clouds
597,Theodoriana,GR,39.4356,21.21,76.68,34,54,11.9,broken clouds
598,Fort Nelson,CA,58.8053,-122.7002,40.59,93,75,3.44,broken clouds
599,Lata,PT,40.1629,-8.3327,78.93,41,10,2.98,clear sky
600,Krutikha,RU,53.9599,81.2093,32.13,77,82,1.74,broken clouds
601,Mwinilunga,ZM,-11.7358,24.4293,88.43,14,91,7.78,overcast clouds
602,Brokopondo,SR,4.75,-55.1667,84.67,56,91,5.12,overcast clouds
603,Ambon,ID,-3.6954,128.1814,78.94,94,40,5.75,scattered clouds
604,Kanye,BW,-24.9667,25.3327,89.35,13,0,4.05,clear sky
605,Irece,BR,-11.3042,-41.8558,85.82,34,1,17.25,clear sky
606,Wageningen,NL,51.9667,5.6667,64.96,68,100,13.8,overcast clouds
607,Pizhanka,RU,57.4604,48.542,54.45,81,100,12.57,light rain
608,Laramie,US,41.3114,-105.5911,53.96,100,0,4.61,clear sky
609,Pacific Grove,US,36.6177,-121.9166,57.02,93,100,5.75,overcast clouds
610,Sile,TR,41.1754,29.6133,84.87,51,3,1.99,clear sky
611,Visnes,NO,59.3556,5.2242,60.82,72,20,13.8,few clouds
612,Kourou,GF,5.1552,-52.6478,89.65,61,86,8.5,overcast clouds
613,Kismayo,SO,-0.3582,42.5454,78.82,70,4,15.9,clear sky
614,Aden,YE,12.7794,45.0367,88.14,66,0,6.76,clear sky
615,Kondopoga,RU,62.2057,34.2614,47.88,77,20,5.7,few clouds
616,Gizo,SB,-8.103,156.8419,81.75,77,12,6.02,few clouds
617,Kota Kinabalu,MY,5.9749,116.0724,78.78,83,20,5.75,few clouds
618,Port Moresby,PG,-9.4431,147.1797,78.22,89,20,6.91,few clouds
619,Arys,KZ,42.4252,68.795,58.06,18,0,19.8,clear sky
620,Taian,CN,36.1853,117.12,70.52,97,99,5.93,overcast clouds
621,Segovia,ES,41.1667,-4.0,72.43,28,3,4.43,clear sky
622,Grand-Lahou,CI,5.1367,-5.0242,77.09,90,62,12.88,light rain
623,Kanniyakumari,IN,8.0833,77.5667,79.95,81,100,18.28,overcast clouds
624,Arona,ES,28.0996,-16.681,72.12,76,20,24.16,few clouds
625,Bintulu,MY,3.1667,113.0333,82.81,89,40,3.44,scattered clouds
626,Casino,AU,-28.8667,153.05,55.78,98,96,4.56,light rain
627,Lac Du Bonnet,CA,50.2536,-96.0612,48.18,79,53,9.04,broken clouds
628,Port Hedland,AU,-20.3167,118.5667,75.25,78,40,13.8,scattered clouds
629,Alofi,NU,-19.0595,-169.9187,71.49,83,100,16.49,overcast clouds
630,Zhangzhou,CN,24.5133,117.6556,82.33,87,0,1.59,clear sky
631,Yuzhno-Kurilsk,RU,44.0306,145.8556,61.83,88,6,8.68,clear sky
632,Tupik,RU,54.4253,119.9327,38.71,93,100,9.26,overcast clouds
633,Changping,CN,40.2186,116.2197,71.24,60,100,3.6,overcast clouds
634,Mugla,TR,37.2303,28.3557,88.18,20,3,13.24,clear sky
635,Mogocha,RU,53.7333,119.7667,39.87,92,100,5.86,overcast clouds
636,San Jeronimo,PE,-11.9472,-75.2829,51.89,58,77,2.37,broken clouds
637,Cartagena,CO,10.3997,-75.5144,80.22,83,75,10.36,broken clouds
638,Takoradi,GH,4.8845,-1.7554,78.4,83,61,12.77,light rain
639,Nobres,BR,-14.7203,-56.3275,89.89,44,30,5.1,scattered clouds
640,Manta,EC,-0.95,-80.7333,74.98,78,40,4.61,scattered clouds
641,Erzin,TR,36.9559,36.2,88.97,33,0,3.65,clear sky
642,Mani,CO,4.8172,-72.2886,75.96,84,97,4.21,overcast clouds
643,Mortka,RU,59.3322,66.0214,29.39,68,37,5.99,scattered clouds
644,Hurghada,EG,27.2574,33.8129,100.44,23,0,6.91,clear sky
645,Kokstad,ZA,-30.5472,29.4241,64.49,74,95,5.79,overcast clouds
646,Salalah,OM,17.0151,54.0924,80.69,83,40,11.5,scattered clouds
647,Joshimath,IN,30.5667,79.5667,63.34,88,98,1.43,overcast clouds
648,Kangaatsiaq,GL,68.3065,-53.4641,33.21,60,98,8.41,overcast clouds
649,Formosa,AR,-26.1775,-58.1781,71.58,68,20,6.91,few clouds
650,Nago,JP,26.5881,127.9761,75.63,81,1,5.91,clear sky
651,Kibala,TD,9.1104,18.3463,91.35,58,20,4.61,few clouds
652,Launceston,AU,-41.45,147.1667,46.04,80,75,8.05,broken clouds
653,Rundu,NA,-17.9333,19.7667,98.26,7,0,13.89,clear sky
654,Pangnirtung,CA,66.1451,-65.7125,35.6,64,75,2.3,broken clouds
655,Pangody,RU,65.85,74.4859,30.11,66,47,11.07,scattered clouds
656,Lima,PE,-12.0432,-77.0282,70.9,67,100,5.75,mist
657,Bergerac,FR,44.8333,0.5,68.22,83,100,13.8,overcast clouds
658,Jilib,SO,0.4883,42.7854,82.85,52,31,14.92,scattered clouds
659,Opuwo,NA,-18.0607,13.84,97.92,9,5,8.99,clear sky
660,Maceio,BR,-9.6658,-35.7353,85.44,54,40,11.5,scattered clouds
661,Nyimba,ZM,-14.5566,30.8149,95.79,12,0,9.08,clear sky
662,Nchelenge,ZM,-9.3451,28.734,86.02,35,71,7.72,broken clouds
663,Slave Lake,CA,55.2834,-114.769,44.58,100,100,6.91,fog
664,Samana,DO,19.2056,-69.3369,78.76,94,75,0.0,broken clouds
665,Aksarka,RU,66.5606,67.7975,30.76,68,61,11.83,broken clouds
666,Dinguiraye,GN,11.3,-10.7167,85.86,56,63,3.29,broken clouds
667,Bilma,NE,18.6853,12.9164,105.19,15,43,12.06,scattered clouds
668,Goryachegorsk,RU,55.4053,88.9154,27.28,95,88,5.48,overcast clouds
669,Kupang,ID,-10.1667,123.5833,80.46,79,63,5.61,broken clouds
670,Riachao,BR,-7.3619,-46.6172,94.44,17,19,11.92,few clouds
671,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,78.44,37,0,5.44,clear sky
672,Conceicao Do Araguaia,BR,-8.2578,-49.2647,98.13,23,8,8.63,clear sky
673,Morros,BR,-9.4467,-46.3003,93.81,21,48,12.97,scattered clouds
674,Kawalu,ID,-7.3817,108.2082,73.65,98,99,1.61,overcast clouds
675,Ust-Nera,RU,64.5667,143.2,19.87,96,100,2.17,overcast clouds
676,Barcelona,ES,41.3888,2.159,82.29,48,0,18.41,clear sky
677,Shingu,JP,33.7333,135.9833,68.4,85,0,4.34,clear sky
678,Galbshtadt,RU,53.2264,78.9845,35.19,56,53,5.75,broken clouds
679,Moose Factory,CA,51.2585,-80.6094,42.8,81,20,10.36,few clouds
680,Chizhou,CN,30.6578,117.4831,83.77,50,17,4.05,few clouds
681,Nantucket,US,41.2835,-70.0995,59.14,50,100,19.93,moderate rain
682,Palana,RU,59.1167,159.9667,37.06,88,99,7.76,overcast clouds
683,Inhambane,MZ,-23.865,35.3833,82.38,65,0,13.8,clear sky
684,Starokamyshinsk,RU,55.0554,61.6031,42.98,54,77,9.1,broken clouds
685,Tiko,CM,4.0745,9.3699,82.24,77,84,7.4,light rain
686,Kez,RU,57.8979,53.7152,42.33,89,100,5.66,overcast clouds
687,Balsas,BR,-7.5325,-46.0356,96.84,16,16,9.95,few clouds
688,Buta,CD,2.7858,24.73,83.23,60,97,2.86,overcast clouds
689,Mendi,PG,-6.1761,143.6513,56.23,98,100,2.37,overcast clouds
690,Paamiut,GL,61.994,-49.6678,39.09,86,100,5.5,light rain
691,Dingle,PH,10.9995,122.6711,77.16,89,34,6.31,scattered clouds
692,San Matias,BO,-16.3667,-58.4,87.71,44,55,7.07,broken clouds
693,Kambove,CD,-10.8764,26.5969,88.65,15,39,3.67,scattered clouds
694,Tupiza,BO,-21.45,-65.7167,60.67,31,41,3.38,scattered clouds
695,Ruwi,OM,23.5996,58.5507,87.49,58,0,4.83,clear sky
